-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-10897,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-4926.4,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-1871.7,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38,-810.38
-809.93,-809.97,-810.06,-810.2,-810.37,-810.54,-810.68,-810.78,-810.81,-810.78,-810.68,-810.54,-810.37,-810.2,-810.06,-809.97,-1866,-1866.5,-1867.7,-1869.5,-1871.7,-1873.8,-1875.7,-1876.9,-1877.4,-1876.9,-1875.7,-1873.8,-1871.7,-1869.5,-1867.7,-1866.5,-4888.8,-4891.6,-4899.7,-4911.7,-4926.1,-4940.7,-4953.1,-4961.4,-4964.4,-4961.4,-4953.1,-4940.7,-4926.1,-4911.7,-4899.7,-4891.6,-10756,-10767,-10797,-10842,-10896,-10950,-10997,-11028,-11039,-11028,-10997,-10950,-10896,-10842,-10797,-10767,-10756,-10767,-10797,-10842,-10896,-10950,-10997,-11028,-11039,-11028,-10997,-10950,-10896,-10842,-10797,-10767,-4888.8,-4891.6,-4899.7,-4911.7,-4926.1,-4940.7,-4953.1,-4961.4,-4964.4,-4961.4,-4953.1,-4940.7,-4926.1,-4911.7,-4899.7,-4891.6,-1866,-1866.5,-1867.7,-1869.5,-1871.7,-1873.8,-1875.7,-1876.9,-1877.4,-1876.9,-1875.7,-1873.8,-1871.7,-1869.5,-1867.7,-1866.5,-809.93,-809.97,-810.06,-810.2,-810.37,-810.54,-810.68,-810.78,-810.81,-810.78,-810.68,-810.54,-810.37,-810.2,-810.06,-809.97
-809.48,-809.55,-809.73,-810.01,-810.34,-810.68,-810.97,-811.17,-811.24,-811.17,-810.97,-810.68,-810.34,-810.01,-809.73,-809.55,-1860.4,-1861.2,-1863.6,-1867.2,-1871.5,-1875.9,-1879.6,-1882.1,-1883,-1882.1,-1879.6,-1875.9,-1871.5,-1867.2,-1863.6,-1861.2,-4851.6,-4857.1,-4872.9,-4896.7,-4925.4,-4954.5,-4979.7,-4996.7,-5002.7,-4996.7,-4979.7,-4954.5,-4925.4,-4896.7,-4872.9,-4857.1,-10619,-10639,-10697,-10786,-10893,-11003,-11097,-11162,-11184,-11162,-11097,-11003,-10893,-10786,-10697,-10639,-10619,-10639,-10697,-10786,-10893,-11003,-11097,-11162,-11184,-11162,-11097,-11003,-10893,-10786,-10697,-10639,-4851.6,-4857.1,-4872.9,-4896.7,-4925.4,-4954.5,-4979.7,-4996.7,-5002.7,-4996.7,-4979.7,-4954.5,-4925.4,-4896.7,-4872.9,-4857.1,-1860.4,-1861.2,-1863.6,-1867.2,-1871.5,-1875.9,-1879.6,-1882.1,-1883,-1882.1,-1879.6,-1875.9,-1871.5,-1867.2,-1863.6,-1861.2,-809.48,-809.55,-809.73,-810.01,-810.34,-810.68,-810.97,-811.17,-811.24,-811.17,-810.97,-810.68,-810.34,-810.01,-809.73,-809.55
-809.02,-809.11,-809.39,-809.8,-810.3,-810.81,-811.25,-811.55,-811.65,-811.55,-811.25,-810.81,-810.3,-809.8,-809.39,-809.11,-1854.8,-1856,-1859.5,-1864.9,-1871.3,-1877.9,-1883.5,-1887.4,-1888.7,-1887.4,-1883.5,-1877.9,-1871.3,-1864.9,-1859.5,-1856,-4814.8,-4822.9,-4846,-4881.3,-4924.1,-4968,-5006.2,-5032.3,-5041.5,-5032.3,-5006.2,-4968,-4924.1,-4881.3,-4846,-4822.9,-10483,-10513,-10598,-10730,-10889,-11054,-11198,-11297,-11332,-11297,-11198,-11054,-10889,-10730,-10598,-10513,-10483,-10513,-10598,-10730,-10889,-11054,-11198,-11297,-11332,-11297,-11198,-11054,-10889,-10730,-10598,-10513,-4814.8,-4822.9,-4846,-4881.3,-4924.1,-4968,-5006.2,-5032.3,-5041.5,-5032.3,-5006.2,-4968,-4924.1,-4881.3,-4846,-4822.9,-1854.8,-1856,-1859.5,-1864.9,-1871.3,-1877.9,-1883.5,-1887.4,-1888.7,-1887.4,-1883.5,-1877.9,-1871.3,-1864.9,-1859.5,-1856,-809.02,-809.11,-809.39,-809.8,-810.3,-810.81,-811.25,-811.55,-811.65,-811.55,-811.25,-810.81,-810.3,-809.8,-809.39,-809.11
-808.55,-808.67,-809.03,-809.57,-810.23,-810.91,-811.51,-811.91,-812.06,-811.91,-811.51,-810.91,-810.23,-809.57,-809.03,-808.67,-1849.1,-1850.8,-1855.4,-1862.4,-1871,-1879.7,-1887.4,-1892.6,-1894.4,-1892.6,-1887.4,-1879.7,-1871,-1862.4,-1855.4,-1850.8,-4778.4,-4788.9,-4819.1,-4865.6,-4922.2,-4981.1,-5032.7,-5068.1,-5080.7,-5068.1,-5032.7,-4981.1,-4922.2,-4865.6,-4819.1,-4788.9,-10350,-10389,-10500,-10672,-10883,-11104,-11299,-11434,-11482,-11434,-11299,-11104,-10883,-10672,-10500,-10389,-10350,-10389,-10500,-10672,-10883,-11104,-11299,-11434,-11482,-11434,-11299,-11104,-10883,-10672,-10500,-10389,-4778.4,-4788.9,-4819.1,-4865.6,-4922.2,-4981.1,-5032.7,-5068.1,-5080.7,-5068.1,-5032.7,-4981.1,-4922.2,-4865.6,-4819.1,-4788.9,-1849.1,-1850.8,-1855.4,-1862.4,-1871,-1879.7,-1887.4,-1892.6,-1894.4,-1892.6,-1887.4,-1879.7,-1871,-1862.4,-1855.4,-1850.8,-808.55,-808.67,-809.03,-809.57,-810.23,-810.91,-811.51,-811.91,-812.06,-811.91,-811.51,-810.91,-810.23,-809.57,-809.03,-808.67
-808.07,-808.22,-808.66,-809.33,-810.15,-811,-811.76,-812.27,-812.46,-812.27,-811.76,-811,-810.15,-809.33,-808.66,-808.22,-1843.5,-1845.5,-1851.2,-1859.9,-1870.6,-1881.6,-1891.2,-1897.7,-1900.1,-1897.7,-1891.2,-1881.6,-1870.6,-1859.9,-1851.2,-1845.5,-4742.4,-4755.2,-4792.2,-4849.5,-4919.9,-4993.7,-5059,-5104.2,-5120.3,-5104.2,-5059,-4993.7,-4919.9,-4849.5,-4792.2,-4755.2,-10220,-10266,-10402,-10613,-10876,-11153,-11401,-11573,-11635,-11573,-11401,-11153,-10876,-10613,-10402,-10266,-10220,-10266,-10402,-10613,-10876,-11153,-11401,-11573,-11635,-11573,-11401,-11153,-10876,-10613,-10402,-10266,-4742.4,-4755.2,-4792.2,-4849.5,-4919.9,-4993.7,-5059,-5104.2,-5120.3,-5104.2,-5059,-4993.7,-4919.9,-4849.5,-4792.2,-4755.2,-1843.5,-1845.5,-1851.2,-1859.9,-1870.6,-1881.6,-1891.2,-1897.7,-1900.1,-1897.7,-1891.2,-1881.6,-1870.6,-1859.9,-1851.2,-1845.5,-808.07,-808.22,-808.66,-809.33,-810.15,-811,-811.76,-812.27,-812.46,-812.27,-811.76,-811,-810.15,-809.33,-808.66,-808.22
-807.58,-807.76,-808.27,-809.07,-810.05,-811.08,-811.99,-812.62,-812.84,-812.62,-811.99,-811.08,-810.05,-809.07,-808.27,-807.76,-1837.9,-1840.2,-1847,-1857.4,-1870.1,-1883.3,-1894.9,-1902.9,-1905.8,-1902.9,-1894.9,-1883.3,-1870.1,-1857.4,-1847,-1840.2,-4706.7,-4721.7,-4765.3,-4833,-4917.1,-5005.9,-5085.3,-5140.5,-5160.3,-5140.5,-5085.3,-5005.9,-4917.1,-4833,-4765.3,-4721.7,-10091,-10145,-10304,-10554,-10867,-11201,-11503,-11715,-11791,-11715,-11503,-11201,-10867,-10554,-10304,-10145,-10091,-10145,-10304,-10554,-10867,-11201,-11503,-11715,-11791,-11715,-11503,-11201,-10867,-10554,-10304,-10145,-4706.7,-4721.7,-4765.3,-4833,-4917.1,-5005.9,-5085.3,-5140.5,-5160.3,-5140.5,-5085.3,-5005.9,-4917.1,-4833,-4765.3,-4721.7,-1837.9,-1840.2,-1847,-1857.4,-1870.1,-1883.3,-1894.9,-1902.9,-1905.8,-1902.9,-1894.9,-1883.3,-1870.1,-1857.4,-1847,-1840.2,-807.58,-807.76,-808.27,-809.07,-810.05,-811.08,-811.99,-812.62,-812.84,-812.62,-811.99,-811.08,-810.05,-809.07,-808.27,-807.76
-807.08,-807.28,-807.87,-808.79,-809.93,-811.13,-812.21,-812.95,-813.22,-812.95,-812.21,-811.13,-809.93,-808.79,-807.87,-807.28,-1832.3,-1835,-1842.7,-1854.7,-1869.5,-1885,-1898.6,-1908.1,-1911.5,-1908.1,-1898.6,-1885,-1869.5,-1854.7,-1842.7,-1835,-4671.4,-4688.5,-4738.3,-4816.2,-4913.7,-5017.8,-5111.5,-5177.1,-5200.8,-5177.1,-5111.5,-5017.8,-4913.7,-4816.2,-4738.3,-4688.5,-9964.7,-10026,-10207,-10493,-10856,-11248,-11605,-11858,-11949,-11858,-11605,-11248,-10856,-10493,-10207,-10026,-9964.7,-10026,-10207,-10493,-10856,-11248,-11605,-11858,-11949,-11858,-11605,-11248,-10856,-10493,-10207,-10026,-4671.4,-4688.5,-4738.3,-4816.2,-4913.7,-5017.8,-5111.5,-5177.1,-5200.8,-5177.1,-5111.5,-5017.8,-4913.7,-4816.2,-4738.3,-4688.5,-1832.3,-1835,-1842.7,-1854.7,-1869.5,-1885,-1898.6,-1908.1,-1911.5,-1908.1,-1898.6,-1885,-1869.5,-1854.7,-1842.7,-1835,-807.08,-807.28,-807.87,-808.79,-809.93,-811.13,-812.21,-812.95,-813.22,-812.95,-812.21,-811.13,-809.93,-808.79,-807.87,-807.28
-806.58,-806.8,-807.46,-808.5,-809.79,-811.17,-812.41,-813.28,-813.59,-813.28,-812.41,-811.17,-809.79,-808.5,-807.46,-806.8,-1826.7,-1829.7,-1838.5,-1852,-1868.8,-1886.5,-1902.3,-1913.3,-1917.2,-1913.3,-1902.3,-1886.5,-1868.8,-1852,-1838.5,-1829.7,-4636.5,-4655.6,-4711.3,-4799.1,-4909.8,-5029.1,-5137.6,-5214,-5241.7,-5214,-5137.6,-5029.1,-4909.8,-4799.1,-4711.3,-4655.6,-9840.6,-9909,-10111,-10432,-10843,-11293,-11708,-12003,-12111,-12003,-11708,-11293,-10843,-10432,-10111,-9909,-9840.6,-9909,-10111,-10432,-10843,-11293,-11708,-12003,-12111,-12003,-11708,-11293,-10843,-10432,-10111,-9909,-4636.5,-4655.6,-4711.3,-4799.1,-4909.8,-5029.1,-5137.6,-5214,-5241.7,-5214,-5137.6,-5029.1,-4909.8,-4799.1,-4711.3,-4655.6,-1826.7,-1829.7,-1838.5,-1852,-1868.8,-1886.5,-1902.3,-1913.3,-1917.2,-1913.3,-1902.3,-1886.5,-1868.8,-1852,-1838.5,-1829.7,-806.58,-806.8,-807.46,-808.5,-809.79,-811.17,-812.41,-813.28,-813.59,-813.28,-812.41,-811.17,-809.79,-808.5,-807.46,-806.8
-806.06,-806.31,-807.04,-808.19,-809.64,-811.19,-812.6,-813.59,-813.94,-813.59,-812.6,-811.19,-809.64,-808.19,-807.04,-806.31,-1821.1,-1824.5,-1834.1,-1849.2,-1868,-1888,-1905.9,-1918.4,-1922.9,-1918.4,-1905.9,-1888,-1868,-1849.2,-1834.1,-1824.5,-4602,-4622.9,-4684.3,-4781.6,-4905.5,-5040,-5163.5,-5251.2,-5283,-5251.2,-5163.5,-5040,-4905.5,-4781.6,-4684.3,-4622.9,-9718.6,-9793.3,-10014,-10369,-10829,-11338,-11811,-12151,-12275,-12151,-11811,-11338,-10829,-10369,-10014,-9793.3,-9718.6,-9793.3,-10014,-10369,-10829,-11338,-11811,-12151,-12275,-12151,-11811,-11338,-10829,-10369,-10014,-9793.3,-4602,-4622.9,-4684.3,-4781.6,-4905.5,-5040,-5163.5,-5251.2,-5283,-5251.2,-5163.5,-5040,-4905.5,-4781.6,-4684.3,-4622.9,-1821.1,-1824.5,-1834.1,-1849.2,-1868,-1888,-1905.9,-1918.4,-1922.9,-1918.4,-1905.9,-1888,-1868,-1849.2,-1834.1,-1824.5,-806.06,-806.31,-807.04,-808.19,-809.64,-811.19,-812.6,-813.59,-813.94,-813.59,-812.6,-811.19,-809.64,-808.19,-807.04,-806.31
