927.38,927.38,927.38,927.38,927.38,927.38,927.38,927.38,1296.6,1296.6,1296.6,1296.6,1296.6,1296.6,1296.6,1296.6,1547.5,1547.5,1547.5,1547.5,1547.5,1547.5,1547.5,1547.5,845.47,845.47,845.47,845.47,845.47,845.47,845.47,845.47,-845.47,-845.47,-845.47,-845.47,-845.47,-845.47,-845.47,-845.47,-1547.5,-1547.5,-1547.5,-1547.5,-1547.5,-1547.5,-1547.5,-1547.5,-1296.6,-1296.6,-1296.6,-1296.6,-1296.6,-1296.6,-1296.6,-1296.6,-927.38,-927.38,-927.38,-927.38,-927.38,-927.38,-927.38,-927.38
920.49,922.49,927.35,932.26,934.32,932.26,927.35,922.49,1281.9,1286.1,1296.5,1307.1,1311.6,1307.1,1296.5,1286.1,1520.7,1528.4,1547.3,1566.8,1575,1566.8,1547.3,1528.4,825.92,831.51,845.31,859.59,865.65,859.59,845.31,831.51,-825.92,-831.51,-845.31,-859.59,-865.65,-859.59,-845.31,-831.51,-1520.7,-1528.4,-1547.3,-1566.8,-1575,-1566.8,-1547.3,-1528.4,-1281.9,-1286.1,-1296.5,-1307.1,-1311.6,-1307.1,-1296.5,-1286.1,-920.49,-922.49,-927.35,-932.26,-934.32,-932.26,-927.35,-922.49
913.66,917.59,927.25,937.14,941.31,937.14,927.25,917.59,1267.3,1275.6,1296.3,1317.7,1326.8,1317.7,1296.3,1275.6,1494.4,1509.3,1546.7,1586.2,1603.1,1586.2,1546.7,1509.3,806.99,817.71,844.84,873.87,886.49,873.87,844.84,817.71,-806.99,-817.71,-844.84,-873.87,-886.49,-873.87,-844.84,-817.71,-1494.4,-1509.3,-1546.7,-1586.2,-1603.1,-1586.2,-1546.7,-1509.3,-1267.3,-1275.6,-1296.3,-1317.7,-1326.8,-1317.7,-1296.3,-1275.6,-913.66,-917.59,-927.25,-937.14,-941.31,-937.14,-927.25,-917.59
906.87,912.68,927.08,942,948.35,942,927.08,912.68,1252.9,1265.2,1295.8,1328.2,1342.1,1328.2,1295.8,1265.2,1468.8,1490.5,1545.8,1605.6,1631.9,1605.6,1545.8,1490.5,788.64,804.09,844.06,888.29,908.01,888.29,844.06,804.09,-788.64,-804.09,-844.06,-888.29,-908.01,-888.29,-844.06,-804.09,-1468.8,-1490.5,-1545.8,-1605.6,-1631.9,-1605.6,-1545.8,-1490.5,-1252.9,-1265.2,-1295.8,-1328.2,-1342.1,-1328.2,-1295.8,-1265.2,-906.87,-912.68,-927.08,-942,-948.35,-942,-927.08,-912.68
900.13,907.77,926.84,946.85,955.43,946.85,926.84,907.77,1238.8,1254.7,1295.2,1338.7,1357.7,1338.7,1295.2,1254.7,1443.7,1471.7,1544.4,1625.2,1661.4,1625.2,1544.4,1471.7,770.85,790.63,842.97,902.86,930.25,902.86,842.97,790.63,-770.85,-790.63,-842.97,-902.86,-930.25,-902.86,-842.97,-790.63,-1443.7,-1471.7,-1544.4,-1625.2,-1661.4,-1625.2,-1544.4,-1471.7,-1238.8,-1254.7,-1295.2,-1338.7,-1357.7,-1338.7,-1295.2,-1254.7,-900.13,-907.77,-926.84,-946.85,-955.43,-946.85,-926.84,-907.77
893.44,902.85,926.53,951.69,962.57,951.69,926.53,902.85,1224.8,1244.3,1294.4,1349.3,1373.5,1349.3,1294.4,1244.3,1419.2,1453.1,1542.7,1644.9,1691.6,1644.9,1542.7,1453.1,753.61,777.35,841.56,917.57,953.24,917.57,841.56,777.35,-753.61,-777.35,-841.56,-917.57,-953.24,-917.57,-841.56,-777.35,-1419.2,-1453.1,-1542.7,-1644.9,-1691.6,-1644.9,-1542.7,-1453.1,-1224.8,-1244.3,-1294.4,-1349.3,-1373.5,-1349.3,-1294.4,-1244.3,-893.44,-902.85,-926.53,-951.69,-962.57,-951.69,-926.53,-902.85
886.8,897.93,926.16,956.52,969.77,956.52,926.16,897.93,1211,1233.9,1293.5,1359.8,1389.6,1359.8,1293.5,1233.9,1395.2,1434.7,1540.6,1664.7,1722.5,1664.7,1540.6,1434.7,736.89,764.25,839.85,932.4,977,932.4,839.85,764.25,-736.89,-764.25,-839.85,-932.4,-977,-932.4,-839.85,-764.25,-1395.2,-1434.7,-1540.6,-1664.7,-1722.5,-1664.7,-1540.6,-1434.7,-1211,-1233.9,-1293.5,-1359.8,-1389.6,-1359.8,-1293.5,-1233.9,-886.8,-897.93,-926.16,-956.52,-969.77,-956.52,-926.16,-897.93
880.21,893,925.72,961.32,977.01,961.32,925.72,893,1197.4,1223.6,1292.3,1370.3,1405.8,1370.3,1292.3,1223.6,1371.8,1416.4,1538.1,1684.5,1754.1,1684.5,1538.1,1416.4,720.67,751.33,837.84,947.36,1001.6,947.36,837.84,751.33,-720.67,-751.33,-837.84,-947.36,-1001.6,-947.36,-837.84,-751.33,-1371.8,-1416.4,-1538.1,-1684.5,-1754.1,-1684.5,-1538.1,-1416.4,-1197.4,-1223.6,-1292.3,-1370.3,-1405.8,-1370.3,-1292.3,-1223.6,-880.21,-893,-925.72,-961.32,-977.01,-961.32,-925.72,-893
873.67,888.08,925.22,966.12,984.3,966.12,925.22,888.08,1184,1213.3,1291,1380.9,1422.3,1380.9,1291,1213.3,1348.9,1398.3,1535.3,1704.4,1786.5,1704.4,1535.3,1398.3,704.93,738.6,835.51,962.43,1027,962.43,835.51,738.6,-704.93,-738.6,-835.51,-962.43,-1027,-962.43,-835.51,-738.6,-1348.9,-1398.3,-1535.3,-1704.4,-1786.5,-1704.4,-1535.3,-1398.3,-1184,-1213.3,-1291,-1380.9,-1422.3,-1380.9,-1291,-1213.3,-873.67,-888.08,-925.22,-966.12,-984.3,-966.12,-925.22,-888.08
867.18,883.15,924.64,970.9,991.65,970.9,924.64,883.15,1170.8,1203,1289.6,1391.4,1439,1391.4,1289.6,1203,1326.5,1380.3,1532,1724.3,1819.7,1724.3,1532,1380.3,689.66,726.04,832.89,977.61,1053.3,977.61,832.89,726.04,-689.66,-726.04,-832.89,-977.61,-1053.3,-977.61,-832.89,-726.04,-1326.5,-1380.3,-1532,-1724.3,-1819.7,-1724.3,-1532,-1380.3,-1170.8,-1203,-1289.6,-1391.4,-1439,-1391.4,-1289.6,-1203,-867.18,-883.15,-924.64,-970.9,-991.65,-970.9,-924.64,-883.15
860.74,878.22,924.01,975.65,999.04,975.65,924.01,878.22,1157.7,1192.7,1287.9,1401.9,1455.9,1401.9,1287.9,1192.7,1304.6,1362.5,1528.4,1744.3,1853.8,1744.3,1528.4,1362.5,674.84,713.68,829.97,992.87,1080.5,992.87,829.97,713.68,-674.84,-713.68,-829.97,-992.87,-1080.5,-992.87,-829.97,-713.68,-1304.6,-1362.5,-1528.4,-1744.3,-1853.8,-1744.3,-1528.4,-1362.5,-1157.7,-1192.7,-1287.9,-1401.9,-1455.9,-1401.9,-1287.9,-1192.7,-860.74,-878.22,-924.01,-975.65,-999.04,-975.65,-924.01,-878.22
854.34,873.29,923.3,980.39,1006.5,980.39,923.3,873.29,1144.8,1182.5,1286.1,1412.3,1473.1,1412.3,1286.1,1182.5,1283.2,1344.9,1524.5,1764.3,1888.6,1764.3,1524.5,1344.9,660.45,701.5,826.76,1008.2,1108.6,1008.2,826.76,701.5,-660.45,-701.5,-826.76,-1008.2,-1108.6,-1008.2,-826.76,-701.5,-1283.2,-1344.9,-1524.5,-1764.3,-1888.6,-1764.3,-1524.5,-1344.9,-1144.8,-1182.5,-1286.1,-1412.3,-1473.1,-1412.3,-1286.1,-1182.5,-854.34,-873.29,-923.3,-980.39,-1006.5,-980.39,-923.3,-873.29
847.99,868.36,922.53,985.11,1014,985.11,922.53,868.36,1132.1,1172.3,1284.1,1422.8,1490.5,1422.8,1284.1,1172.3,1262.2,1327.5,1520.1,1784.3,1924.4,1784.3,1520.1,1327.5,646.48,689.51,823.25,1023.6,1137.8,1023.6,823.25,689.51,-646.48,-689.51,-823.25,-1023.6,-1137.8,-1023.6,-823.25,-689.51,-1262.2,-1327.5,-1520.1,-1784.3,-1924.4,-1784.3,-1520.1,-1327.5,-1132.1,-1172.3,-1284.1,-1422.8,-1490.5,-1422.8,-1284.1,-1172.3,-847.99,-868.36,-922.53,-985.11,-1014,-985.11,-922.53,-868.36
841.69,863.43,921.69,989.81,1021.5,989.81,921.69,863.43,1119.6,1162.2,1282,1433.2,1508.1,1433.2,1282,1162.2,1241.7,1310.2,1515.5,1804.4,1961,1804.4,1515.5,1310.2,632.91,677.71,819.47,1039.1,1167.9,1039.1,819.47,677.71,-632.91,-677.71,-819.47,-1039.1,-1167.9,-1039.1,-819.47,-677.71,-1241.7,-1310.2,-1515.5,-1804.4,-1961,-1804.4,-1515.5,-1310.2,-1119.6,-1162.2,-1282,-1433.2,-1508.1,-1433.2,-1282,-1162.2,-841.69,-863.43,-921.69,-989.81,-1021.5,-989.81,-921.69,-863.43
