1072.1,1072.1,1072.1,1072.1,1072.1,1072.1,1072.1,1072.1,1072.1,1072.1,1072.1,1072.1,1072.1,1072.1,1072.1,1072.1,1303.7,1303.7,1303.7,1303.7,1303.7,1303.7,1303.7,1303.7,1303.7,1303.7,1303.7,1303.7,1303.7,1303.7,1303.7,1303.7,1585.7,1585.7,1585.7,1585.7,1585.7,1585.7,1585.7,1585.7,1585.7,1585.7,1585.7,1585.7,1585.7,1585.7,1585.7,1585.7,1900.5,1900.5,1900.5,1900.5,1900.5,1900.5,1900.5,1900.5,1900.5,1900.5,1900.5,1900.5,1900.5,1900.5,1900.5,1900.5,2174.7,2174.7,2174.7,2174.7,2174.7,2174.7,2174.7,2174.7,2174.7,2174.7,2174.7,2174.7,2174.7,2174.7,2174.7,2174.7,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,2229,1786.3,1786.3,1786.3,1786.3,1786.3,1786.3,1786.3,1786.3,1786.3,1786.3,1786.3,1786.3,1786.3,1786.3,1786.3,1786.3,701.26,701.26,701.26,701.26,701.26,701.26,701.26,701.26,701.26,701.26,701.26,701.26,701.26,701.26,701.26,701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-701.26,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-1786.3,-2229,-2229,-2229,-2229,-2229,-2229,-2229,-2229,-2229,-2229,-2229,-2229,-2229,-2229,-2229,-2229,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-2174.7,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1900.5,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1585.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1303.7,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1,-1072.1
1064.2,1064.8,1066.5,1069,1072.1,1075.1,1077.7,1079.4,1080.1,1079.4,1077.7,1075.1,1072.1,1069,1066.5,1064.8,1291.8,1292.7,1295.2,1299,1303.6,1308.2,1312.1,1314.8,1315.7,1314.8,1312.1,1308.2,1303.6,1299,1295.2,1292.7,1567.5,1568.9,1572.7,1578.6,1585.6,1592.6,1598.6,1602.7,1604.1,1602.7,1598.6,1592.6,1585.6,1578.6,1572.7,1568.9,1872.9,1875,1880.8,1889.7,1900.3,1911,1920.1,1926.3,1928.5,1926.3,1920.1,1911,1900.3,1889.7,1880.8,1875,2135.1,2138,2146.5,2159.2,2174.4,2189.9,2203.2,2212.1,2215.3,2212.1,2203.2,2189.9,2174.4,2159.2,2146.5,2138,2179.1,2182.8,2193.3,2209.3,2228.5,2248,2264.9,2276.3,2280.3,2276.3,2264.9,2248,2228.5,2209.3,2193.3,2182.8,1739.5,1743,1752.8,1767.8,1785.8,1804.2,1820.1,1830.9,1834.7,1830.9,1820.1,1804.2,1785.8,1767.8,1752.8,1743,681.3,682.77,686.98,693.37,701.07,708.94,715.75,720.37,722,720.37,715.75,708.94,701.07,693.37,686.98,682.77,-681.3,-682.77,-686.98,-693.37,-701.07,-708.94,-715.75,-720.37,-722,-720.37,-715.75,-708.94,-701.07,-693.37,-686.98,-682.77,-1739.5,-1743,-1752.8,-1767.8,-1785.8,-1804.2,-1820.1,-1830.9,-1834.7,-1830.9,-1820.1,-1804.2,-1785.8,-1767.8,-1752.8,-1743,-2179.1,-2182.8,-2193.3,-2209.3,-2228.5,-2248,-2264.9,-2276.3,-2280.3,-2276.3,-2264.9,-2248,-2228.5,-2209.3,-2193.3,-2182.8,-2135.1,-2138,-2146.5,-2159.2,-2174.4,-2189.9,-2203.2,-2212.1,-2215.3,-2212.1,-2203.2,-2189.9,-2174.4,-2159.2,-2146.5,-2138,-1872.9,-1875,-1880.8,-1889.7,-1900.3,-1911,-1920.1,-1926.3,-1928.5,-1926.3,-1920.1,-1911,-1900.3,-1889.7,-1880.8,-1875,-1567.5,-1568.9,-1572.7,-1578.6,-1585.6,-1592.6,-1598.6,-1602.7,-1604.1,-1602.7,-1598.6,-1592.6,-1585.6,-1578.6,-1572.7,-1568.9,-1291.8,-1292.7,-1295.2,-1299,-1303.6,-1308.2,-1312.1,-1314.8,-1315.7,-1314.8,-1312.1,-1308.2,-1303.6,-1299,-1295.2,-1292.7,-1064.2,-1064.8,-1066.5,-1069,-1072.1,-1075.1,-1077.7,-1079.4,-1080.1,-1079.4,-1077.7,-1075.1,-1072.1,-1069,-1066.5,-1064.8
1056.4,1057.5,1060.9,1065.9,1071.9,1078,1083.3,1086.8,1088,1086.8,1083.3,1078,1071.9,1065.9,1060.9,1057.5,1280,1281.7,1286.7,1294.3,1303.4,1312.6,1320.6,1325.9,1327.8,1325.9,1320.6,1312.6,1303.4,1294.3,1286.7,1281.7,1549.6,1552.2,1559.8,1571.3,1585.2,1599.3,1611.6,1619.8,1622.8,1619.8,1611.6,1599.3,1585.2,1571.3,1559.8,1552.2,1845.9,1849.9,1861.3,1878.6,1899.6,1921.2,1939.8,1952.5,1957.1,1952.5,1939.8,1921.2,1899.6,1878.6,1861.3,1849.9,2096.4,2102.1,2118.3,2143.2,2173.4,2204.5,2231.7,2250.3,2256.9,2250.3,2231.7,2204.5,2173.4,2143.2,2118.3,2102.1,2130.7,2137.7,2158,2189.2,2227.2,2266.6,2301.1,2324.8,2333.3,2324.8,2301.1,2266.6,2227.2,2189.2,2158,2137.7,1694.4,1701,1719.8,1748.9,1784.5,1821.6,1854.3,1876.8,1884.8,1876.8,1854.3,1821.6,1784.5,1748.9,1719.8,1701,662.09,664.87,672.9,685.29,700.51,716.4,730.43,740.1,743.56,740.1,730.43,716.4,700.51,685.29,672.9,664.87,-662.09,-664.87,-672.9,-685.29,-700.51,-716.4,-730.43,-740.1,-743.56,-740.1,-730.43,-716.4,-700.51,-685.29,-672.9,-664.87,-1694.4,-1701,-1719.8,-1748.9,-1784.5,-1821.6,-1854.3,-1876.8,-1884.8,-1876.8,-1854.3,-1821.6,-1784.5,-1748.9,-1719.8,-1701,-2130.7,-2137.7,-2158,-2189.2,-2227.2,-2266.6,-2301.1,-2324.8,-2333.3,-2324.8,-2301.1,-2266.6,-2227.2,-2189.2,-2158,-2137.7,-2096.4,-2102.1,-2118.3,-2143.2,-2173.4,-2204.5,-2231.7,-2250.3,-2256.9,-2250.3,-2231.7,-2204.5,-2173.4,-2143.2,-2118.3,-2102.1,-1845.9,-1849.9,-1861.3,-1878.6,-1899.6,-1921.2,-1939.8,-1952.5,-1957.1,-1952.5,-1939.8,-1921.2,-1899.6,-1878.6,-1861.3,-1849.9,-1549.6,-1552.2,-1559.8,-1571.3,-1585.2,-1599.3,-1611.6,-1619.8,-1622.8,-1619.8,-1611.6,-1599.3,-1585.2,-1571.3,-1559.8,-1552.2,-1280,-1281.7,-1286.7,-1294.3,-1303.4,-1312.6,-1320.6,-1325.9,-1327.8,-1325.9,-1320.6,-1312.6,-1303.4,-1294.3,-1286.7,-1281.7,-1056.4,-1057.5,-1060.9,-1065.9,-1071.9,-1078,-1083.3,-1086.8,-1088,-1086.8,-1083.3,-1078,-1071.9,-1065.9,-1060.9,-1057.5
1048.6,1050.3,1055.2,1062.7,1071.7,1080.9,1088.8,1094.2,1096.1,1094.2,1088.8,1080.9,1071.7,1062.7,1055.2,1050.3,1268.3,1270.9,1278.2,1289.5,1303,1316.9,1329,1337.2,1340.1,1337.2,1329,1316.9,1303,1289.5,1278.2,1270.9,1531.9,1535.7,1546.9,1563.9,1584.6,1605.9,1624.5,1637.2,1641.7,1637.2,1624.5,1605.9,1584.6,1563.9,1546.9,1535.7,1819.3,1825.1,1841.7,1867.3,1898.6,1931,1959.6,1979.1,1986.1,1979.1,1959.6,1931,1898.6,1867.3,1841.7,1825.1,2058.6,2066.8,2090.4,2126.9,2171.7,2218.7,2260.4,2289.2,2299.5,2289.2,2260.4,2218.7,2171.7,2126.9,2090.4,2066.8,2083.7,2093.8,2123,2168.5,2224.9,2284.5,2337.6,2374.6,2387.9,2374.6,2337.6,2284.5,2224.9,2168.5,2123,2093.8,1650.9,1660.2,1687.3,1729.6,1782.3,1838.4,1888.9,1924.1,1936.8,1924.1,1888.9,1838.4,1782.3,1729.6,1687.3,1660.2,643.59,647.54,659.04,677.03,699.56,723.62,745.3,760.5,765.97,760.5,745.3,723.62,699.56,677.03,659.04,647.54,-643.59,-647.54,-659.04,-677.03,-699.56,-723.62,-745.3,-760.5,-765.97,-760.5,-745.3,-723.62,-699.56,-677.03,-659.04,-647.54,-1650.9,-1660.2,-1687.3,-1729.6,-1782.3,-1838.4,-1888.9,-1924.1,-1936.8,-1924.1,-1888.9,-1838.4,-1782.3,-1729.6,-1687.3,-1660.2,-2083.7,-2093.8,-2123,-2168.5,-2224.9,-2284.5,-2337.6,-2374.6,-2387.9,-2374.6,-2337.6,-2284.5,-2224.9,-2168.5,-2123,-2093.8,-2058.6,-2066.8,-2090.4,-2126.9,-2171.7,-2218.7,-2260.4,-2289.2,-2299.5,-2289.2,-2260.4,-2218.7,-2171.7,-2126.9,-2090.4,-2066.8,-1819.3,-1825.1,-1841.7,-1867.3,-1898.6,-1931,-1959.6,-1979.1,-1986.1,-1979.1,-1959.6,-1931,-1898.6,-1867.3,-1841.7,-1825.1,-1531.9,-1535.7,-1546.9,-1563.9,-1584.6,-1605.9,-1624.5,-1637.2,-1641.7,-1637.2,-1624.5,-1605.9,-1584.6,-1563.9,-1546.9,-1535.7,-1268.3,-1270.9,-1278.2,-1289.5,-1303,-1316.9,-1329,-1337.2,-1340.1,-1337.2,-1329,-1316.9,-1303,-1289.5,-1278.2,-1270.9,-1048.6,-1050.3,-1055.2,-1062.7,-1071.7,-1080.9,-1088.8,-1094.2,-1096.1,-1094.2,-1088.8,-1080.9,-1071.7,-1062.7,-1055.2,-1050.3
1040.9,1043.1,1049.6,1059.5,1071.4,1083.7,1094.3,1101.6,1104.2,1101.6,1094.3,1083.7,1071.4,1059.5,1049.6,1043.1,1256.7,1260.1,1269.7,1284.5,1302.5,1321.1,1337.3,1348.5,1352.4,1348.5,1337.3,1321.1,1302.5,1284.5,1269.7,1260.1,1514.4,1519.4,1533.9,1556.3,1583.7,1612.2,1637.4,1654.7,1660.9,1654.7,1637.4,1612.2,1583.7,1556.3,1533.9,1519.4,1793.2,1800.7,1822.3,1855.8,1897.1,1940.6,1979.3,2006.1,2015.7,2006.1,1979.3,1940.6,1897.1,1855.8,1822.3,1800.7,2021.7,2032.1,2062.6,2110.1,2169.4,2232.5,2289.1,2328.8,2343.1,2328.8,2289.1,2232.5,2169.4,2110.1,2062.6,2032.1,2038.1,2050.9,2088.4,2147.4,2221.7,2301.7,2374.4,2425.6,2444.1,2425.6,2374.4,2301.7,2221.7,2147.4,2088.4,2050.9,1608.8,1620.6,1655.1,1709.8,1779.3,1854.7,1923.8,1972.9,1990.7,1972.9,1923.8,1854.7,1779.3,1709.8,1655.1,1620.6,625.78,630.76,645.39,668.61,698.24,730.58,760.36,781.57,789.29,781.57,760.36,730.58,698.24,668.61,645.39,630.76,-625.78,-630.76,-645.39,-668.61,-698.24,-730.58,-760.36,-781.57,-789.29,-781.57,-760.36,-730.58,-698.24,-668.61,-645.39,-630.76,-1608.8,-1620.6,-1655.1,-1709.8,-1779.3,-1854.7,-1923.8,-1972.9,-1990.7,-1972.9,-1923.8,-1854.7,-1779.3,-1709.8,-1655.1,-1620.6,-2038.1,-2050.9,-2088.4,-2147.4,-2221.7,-2301.7,-2374.4,-2425.6,-2444.1,-2425.6,-2374.4,-2301.7,-2221.7,-2147.4,-2088.4,-2050.9,-2021.7,-2032.1,-2062.6,-2110.1,-2169.4,-2232.5,-2289.1,-2328.8,-2343.1,-2328.8,-2289.1,-2232.5,-2169.4,-2110.1,-2062.6,-2032.1,-1793.2,-1800.7,-1822.3,-1855.8,-1897.1,-1940.6,-1979.3,-2006.1,-2015.7,-2006.1,-1979.3,-1940.6,-1897.1,-1855.8,-1822.3,-1800.7,-1514.4,-1519.4,-1533.9,-1556.3,-1583.7,-1612.2,-1637.4,-1654.7,-1660.9,-1654.7,-1637.4,-1612.2,-1583.7,-1556.3,-1533.9,-1519.4,-1256.7,-1260.1,-1269.7,-1284.5,-1302.5,-1321.1,-1337.3,-1348.5,-1352.4,-1348.5,-1337.3,-1321.1,-1302.5,-1284.5,-1269.7,-1260.1,-1040.9,-1043.1,-1049.6,-1059.5,-1071.4,-1083.7,-1094.3,-1101.6,-1104.2,-1101.6,-1094.3,-1083.7,-1071.4,-1059.5,-1049.6,-1043.1
1033.2,1035.9,1043.9,1056.1,1071,1086.4,1099.8,1109.1,1112.3,1109.1,1099.8,1086.4,1071,1056.1,1043.9,1035.9,1245.3,1249.4,1261.2,1279.5,1301.8,1325.1,1345.7,1359.9,1364.9,1359.9,1345.7,1325.1,1301.8,1279.5,1261.2,1249.4,1497.1,1503.3,1521,1548.5,1582.6,1618.4,1650.2,1672.4,1680.3,1672.4,1650.2,1618.4,1582.6,1548.5,1521,1503.3,1767.6,1776.6,1802.9,1843.9,1895.2,1949.8,1999,2033.5,2045.9,2033.5,1999,1949.8,1895.2,1843.9,1802.9,1776.6,1985.6,1998.2,2035,2093,2166.4,2245.7,2318,2369.2,2387.7,2369.2,2318,2245.7,2166.4,2093,2035,1998.2,1993.7,2009.1,2054.2,2125.9,2217.7,2318.3,2411.3,2477.9,2502.2,2477.9,2411.3,2318.3,2217.7,2125.9,2054.2,2009.1,1568.1,1582.1,1623.4,1689.7,1775.3,1870.3,1959,2023.1,2046.6,2023.1,1959,1870.3,1775.3,1689.7,1623.4,1582.1,608.61,614.51,631.95,660.03,696.55,737.28,775.59,803.35,813.54,803.35,775.59,737.28,696.55,660.03,631.95,614.51,-608.61,-614.51,-631.95,-660.03,-696.55,-737.28,-775.59,-803.35,-813.54,-803.35,-775.59,-737.28,-696.55,-660.03,-631.95,-614.51,-1568.1,-1582.1,-1623.4,-1689.7,-1775.3,-1870.3,-1959,-2023.1,-2046.6,-2023.1,-1959,-1870.3,-1775.3,-1689.7,-1623.4,-1582.1,-1993.7,-2009.1,-2054.2,-2125.9,-2217.7,-2318.3,-2411.3,-2477.9,-2502.2,-2477.9,-2411.3,-2318.3,-2217.7,-2125.9,-2054.2,-2009.1,-1985.6,-1998.2,-2035,-2093,-2166.4,-2245.7,-2318,-2369.2,-2387.7,-2369.2,-2318,-2245.7,-2166.4,-2093,-2035,-1998.2,-1767.6,-1776.6,-1802.9,-1843.9,-1895.2,-1949.8,-1999,-2033.5,-2045.9,-2033.5,-1999,-1949.8,-1895.2,-1843.9,-1802.9,-1776.6,-1497.1,-1503.3,-1521,-1548.5,-1582.6,-1618.4,-1650.2,-1672.4,-1680.3,-1672.4,-1650.2,-1618.4,-1582.6,-1548.5,-1521,-1503.3,-1245.3,-1249.4,-1261.2,-1279.5,-1301.8,-1325.1,-1345.7,-1359.9,-1364.9,-1359.9,-1345.7,-1325.1,-1301.8,-1279.5,-1261.2,-1249.4,-1033.2,-1035.9,-1043.9,-1056.1,-1071,-1086.4,-1099.8,-1109.1,-1112.3,-1109.1,-1099.8,-1086.4,-1071,-1056.1,-1043.9,-1035.9
1025.5,1028.8,1038.2,1052.7,1070.5,1089,1105.3,1116.5,1120.5,1116.5,1105.3,1089,1070.5,1052.7,1038.2,1028.8,1233.9,1238.7,1252.7,1274.3,1301,1329.1,1354,1371.3,1377.5,1371.3,1354,1329.1,1301,1274.3,1252.7,1238.7,1480.1,1487.3,1508.1,1540.6,1581.2,1624.3,1663.1,1690.2,1700,1690.2,1663.1,1624.3,1581.2,1540.6,1508.1,1487.3,1742.4,1752.9,1783.6,1831.9,1892.9,1958.7,2018.7,2061.2,2076.6,2061.2,2018.7,1958.7,1892.9,1831.9,1783.6,1752.9,1950.4,1964.9,2007.6,2075.6,2162.8,2258.3,2346.9,2410.3,2433.5,2410.3,2346.9,2258.3,2162.8,2075.6,2007.6,1964.9,1950.7,1968.3,2020.3,2104,2212.8,2334.1,2448.5,2531.5,2562,2531.5,2448.5,2334.1,2212.8,2104,2020.3,1968.3,1528.8,1544.7,1592.2,1669.2,1770.5,1885.2,1994.6,2074.9,2104.5,2074.9,1994.6,1885.2,1770.5,1669.2,1592.2,1544.7,592.07,598.77,618.74,651.31,694.48,743.7,790.99,825.85,838.77,825.85,790.99,743.7,694.48,651.31,618.74,598.77,-592.07,-598.77,-618.74,-651.31,-694.48,-743.7,-790.99,-825.85,-838.77,-825.85,-790.99,-743.7,-694.48,-651.31,-618.74,-598.77,-1528.8,-1544.7,-1592.2,-1669.2,-1770.5,-1885.2,-1994.6,-2074.9,-2104.5,-2074.9,-1994.6,-1885.2,-1770.5,-1669.2,-1592.2,-1544.7,-1950.7,-1968.3,-2020.3,-2104,-2212.8,-2334.1,-2448.5,-2531.5,-2562,-2531.5,-2448.5,-2334.1,-2212.8,-2104,-2020.3,-1968.3,-1950.4,-1964.9,-2007.6,-2075.6,-2162.8,-2258.3,-2346.9,-2410.3,-2433.5,-2410.3,-2346.9,-2258.3,-2162.8,-2075.6,-2007.6,-1964.9,-1742.4,-1752.9,-1783.6,-1831.9,-1892.9,-1958.7,-2018.7,-2061.2,-2076.6,-2061.2,-2018.7,-1958.7,-1892.9,-1831.9,-1783.6,-1752.9,-1480.1,-1487.3,-1508.1,-1540.6,-1581.2,-1624.3,-1663.1,-1690.2,-1700,-1690.2,-1663.1,-1624.3,-1581.2,-1540.6,-1508.1,-1487.3,-1233.9,-1238.7,-1252.7,-1274.3,-1301,-1329.1,-1354,-1371.3,-1377.5,-1371.3,-1354,-1329.1,-1301,-1274.3,-1252.7,-1238.7,-1025.5,-1028.8,-1038.2,-1052.7,-1070.5,-1089,-1105.3,-1116.5,-1120.5,-1116.5,-1105.3,-1089,-1070.5,-1052.7,-1038.2,-1028.8
1018,1021.7,1032.5,1049.3,1069.9,1091.6,1110.8,1124,1128.8,1124,1110.8,1091.6,1069.9,1049.3,1032.5,1021.7,1222.7,1228.2,1244.2,1269.1,1300.1,1332.9,1362.3,1382.8,1390.2,1382.8,1362.3,1332.9,1300.1,1269.1,1244.2,1228.2,1463.3,1471.5,1495.2,1532.6,1579.6,1630,1675.9,1708.2,1719.9,1708.2,1675.9,1630,1579.6,1532.6,1495.2,1471.5,1717.7,1729.5,1764.3,1819.6,1890.2,1967.3,2038.4,2089.3,2107.8,2089.3,2038.4,1967.3,1890.2,1819.6,1764.3,1729.5,1915.9,1932.2,1980.5,2057.9,2158.4,2270.4,2375.8,2452.3,2480.4,2452.3,2375.8,2270.4,2158.4,2057.9,1980.5,1932.2,1908.8,1928.5,1986.8,2081.7,2206.9,2349.3,2485.8,2586.4,2623.7,2586.4,2485.8,2349.3,2206.9,2081.7,1986.8,1928.5,1490.8,1508.5,1561.4,1648.4,1764.9,1899.4,2030.5,2128.2,2164.6,2128.2,2030.5,1899.4,1764.9,1648.4,1561.4,1508.5,576.13,583.54,605.75,642.47,692.05,749.82,806.56,849.12,865.04,849.12,806.56,749.82,692.05,642.47,605.75,583.54,-576.13,-583.54,-605.75,-642.47,-692.05,-749.82,-806.56,-849.12,-865.04,-849.12,-806.56,-749.82,-692.05,-642.47,-605.75,-583.54,-1490.8,-1508.5,-1561.4,-1648.4,-1764.9,-1899.4,-2030.5,-2128.2,-2164.6,-2128.2,-2030.5,-1899.4,-1764.9,-1648.4,-1561.4,-1508.5,-1908.8,-1928.5,-1986.8,-2081.7,-2206.9,-2349.3,-2485.8,-2586.4,-2623.7,-2586.4,-2485.8,-2349.3,-2206.9,-2081.7,-1986.8,-1928.5,-1915.9,-1932.2,-1980.5,-2057.9,-2158.4,-2270.4,-2375.8,-2452.3,-2480.4,-2452.3,-2375.8,-2270.4,-2158.4,-2057.9,-1980.5,-1932.2,-1717.7,-1729.5,-1764.3,-1819.6,-1890.2,-1967.3,-2038.4,-2089.3,-2107.8,-2089.3,-2038.4,-1967.3,-1890.2,-1819.6,-1764.3,-1729.5,-1463.3,-1471.5,-1495.2,-1532.6,-1579.6,-1630,-1675.9,-1708.2,-1719.9,-1708.2,-1675.9,-1630,-1579.6,-1532.6,-1495.2,-1471.5,-1222.7,-1228.2,-1244.2,-1269.1,-1300.1,-1332.9,-1362.3,-1382.8,-1390.2,-1382.8,-1362.3,-1332.9,-1300.1,-1269.1,-1244.2,-1228.2,-1018,-1021.7,-1032.5,-1049.3,-1069.9,-1091.6,-1110.8,-1124,-1128.8,-1124,-1110.8,-1091.6,-1069.9,-1049.3,-1032.5,-1021.7
1010.4,1014.6,1026.8,1045.8,1069.3,1094,1116.2,1131.6,1137.1,1131.6,1116.2,1094,1069.3,1045.8,1026.8,1014.6,1211.5,1217.7,1235.7,1263.8,1298.9,1336.6,1370.6,1394.4,1403.1,1394.4,1370.6,1336.6,1298.9,1263.8,1235.7,1217.7,1446.7,1455.8,1482.4,1524.4,1577.7,1635.6,1688.7,1726.4,1740.1,1726.4,1688.7,1635.6,1577.7,1524.4,1482.4,1455.8,1693.4,1706.5,1745.2,1807.1,1887,1975.5,2058.1,2117.8,2139.7,2117.8,2058.1,1975.5,1887,1807.1,1745.2,1706.5,1882.3,1900.2,1953.5,2039.9,2153.5,2282,2404.8,2495,2528.5,2495,2404.8,2282,2153.5,2039.9,1953.5,1900.2,1868.2,1889.6,1953.7,2059.1,2200.2,2363.6,2523.3,2642.7,2687.4,2642.7,2523.3,2363.6,2200.2,2059.1,1953.7,1889.6,1454,1473.3,1531.1,1627.3,1758.4,1912.9,2066.6,2183.1,2227,2183.1,2066.6,1912.9,1758.4,1627.3,1531.1,1473.3,560.76,568.78,592.99,633.51,689.24,755.62,822.27,873.16,892.39,873.16,822.27,755.62,689.24,633.51,592.99,568.78,-560.76,-568.78,-592.99,-633.51,-689.24,-755.62,-822.27,-873.16,-892.39,-873.16,-822.27,-755.62,-689.24,-633.51,-592.99,-568.78,-1454,-1473.3,-1531.1,-1627.3,-1758.4,-1912.9,-2066.6,-2183.1,-2227,-2183.1,-2066.6,-1912.9,-1758.4,-1627.3,-1531.1,-1473.3,-1868.2,-1889.6,-1953.7,-2059.1,-2200.2,-2363.6,-2523.3,-2642.7,-2687.4,-2642.7,-2523.3,-2363.6,-2200.2,-2059.1,-1953.7,-1889.6,-1882.3,-1900.2,-1953.5,-2039.9,-2153.5,-2282,-2404.8,-2495,-2528.5,-2495,-2404.8,-2282,-2153.5,-2039.9,-1953.5,-1900.2,-1693.4,-1706.5,-1745.2,-1807.1,-1887,-1975.5,-2058.1,-2117.8,-2139.7,-2117.8,-2058.1,-1975.5,-1887,-1807.1,-1745.2,-1706.5,-1446.7,-1455.8,-1482.4,-1524.4,-1577.7,-1635.6,-1688.7,-1726.4,-1740.1,-1726.4,-1688.7,-1635.6,-1577.7,-1524.4,-1482.4,-1455.8,-1211.5,-1217.7,-1235.7,-1263.8,-1298.9,-1336.6,-1370.6,-1394.4,-1403.1,-1394.4,-1370.6,-1336.6,-1298.9,-1263.8,-1235.7,-1217.7,-1010.4,-1014.6,-1026.8,-1045.8,-1069.3,-1094,-1116.2,-1131.6,-1137.1,-1131.6,-1116.2,-1094,-1069.3,-1045.8,-1026.8,-1014.6
1003,1007.6,1021.1,1042.2,1068.5,1096.4,1121.6,1139.1,1145.5,1139.1,1121.6,1096.4,1068.5,1042.2,1021.1,1007.6,1200.5,1207.3,1227.1,1258.3,1297.7,1340.1,1378.8,1406.1,1416,1406.1,1378.8,1340.1,1297.7,1258.3,1227.1,1207.3,1430.4,1440.3,1469.6,1516.1,1575.6,1640.9,1701.4,1744.8,1760.6,1744.8,1701.4,1640.9,1575.6,1516.1,1469.6,1440.3,1669.5,1683.8,1726.2,1794.5,1883.5,1983.3,2077.7,2146.7,2172.1,2146.7,2077.7,1983.3,1883.5,1794.5,1726.2,1683.8,1849.4,1868.8,1926.8,2021.6,2147.9,2292.9,2433.7,2538.6,2577.7,2538.6,2433.7,2292.9,2147.9,2021.6,1926.8,1868.8,1828.7,1851.8,1921.1,2036.1,2192.7,2377.2,2560.9,2700.4,2753.1,2700.4,2560.9,2377.2,2192.7,2036.1,1921.1,1851.8,1418.5,1439.1,1501.3,1606,1751,1925.6,2102.9,2239.8,2291.8,2239.8,2102.9,1925.6,1751,1606,1501.3,1439.1,545.93,554.48,580.45,624.46,686.07,761.1,838.13,898.02,920.87,898.02,838.13,761.1,686.07,624.46,580.45,554.48,-545.93,-554.48,-580.45,-624.46,-686.07,-761.1,-838.13,-898.02,-920.87,-898.02,-838.13,-761.1,-686.07,-624.46,-580.45,-554.48,-1418.5,-1439.1,-1501.3,-1606,-1751,-1925.6,-2102.9,-2239.8,-2291.8,-2239.8,-2102.9,-1925.6,-1751,-1606,-1501.3,-1439.1,-1828.7,-1851.8,-1921.1,-2036.1,-2192.7,-2377.2,-2560.9,-2700.4,-2753.1,-2700.4,-2560.9,-2377.2,-2192.7,-2036.1,-1921.1,-1851.8,-1849.4,-1868.8,-1926.8,-2021.6,-2147.9,-2292.9,-2433.7,-2538.6,-2577.7,-2538.6,-2433.7,-2292.9,-2147.9,-2021.6,-1926.8,-1868.8,-1669.5,-1683.8,-1726.2,-1794.5,-1883.5,-1983.3,-2077.7,-2146.7,-2172.1,-2146.7,-2077.7,-1983.3,-1883.5,-1794.5,-1726.2,-1683.8,-1430.4,-1440.3,-1469.6,-1516.1,-1575.6,-1640.9,-1701.4,-1744.8,-1760.6,-1744.8,-1701.4,-1640.9,-1575.6,-1516.1,-1469.6,-1440.3,-1200.5,-1207.3,-1227.1,-1258.3,-1297.7,-1340.1,-1378.8,-1406.1,-1416,-1406.1,-1378.8,-1340.1,-1297.7,-1258.3,-1227.1,-1207.3,-1003,-1007.6,-1021.1,-1042.2,-1068.5,-1096.4,-1121.6,-1139.1,-1145.5,-1139.1,-1121.6,-1096.4,-1068.5,-1042.2,-1021.1,-1007.6
