-790.14,-790.14,-790.14,-790.14,-790.14,-790.14,-790.14,-790.14,-1681.4,-1681.4,-1681.4,-1681.4,-1681.4,-1681.4,-1681.4,-1681.4,-3824.2,-3824.2,-3824.2,-3824.2,-3824.2,-3824.2,-3824.2,-3824.2,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-7190.8,-3824.2,-3824.2,-3824.2,-3824.2,-3824.2,-3824.2,-3824.2,-3824.2,-1681.4,-1681.4,-1681.4,-1681.4,-1681.4,-1681.4,-1681.4,-1681.4,-790.14,-790.14,-790.14,-790.14,-790.14,-790.14,-790.14,-790.14
-789.43,-789.64,-790.14,-790.64,-790.85,-790.64,-790.14,-789.64,-1676.1,-1677.6,-1681.3,-1685.1,-1686.6,-1685.1,-1681.3,-1677.6,-3797.8,-3805.4,-3824,-3842.9,-3850.8,-3842.9,-3824,-3805.4,-7112.4,-7135,-7190.4,-7246.8,-7270.5,-7246.8,-7190.4,-7135,-7112.4,-7135,-7190.4,-7246.8,-7270.5,-7246.8,-7190.4,-7135,-3797.8,-3805.4,-3824,-3842.9,-3850.8,-3842.9,-3824,-3805.4,-1676.1,-1677.6,-1681.3,-1685.1,-1686.6,-1685.1,-1681.3,-1677.6,-789.43,-789.64,-790.14,-790.64,-790.85,-790.64,-790.14,-789.64
-788.71,-789.12,-790.11,-791.12,-791.55,-791.12,-790.11,-789.12,-1670.8,-1673.8,-1681.2,-1688.8,-1691.9,-1688.8,-1681.2,-1673.8,-3771.7,-3786.7,-3823.6,-3861.6,-3877.7,-3861.6,-3823.6,-3786.7,-7035.2,-7079.4,-7189,-7302.9,-7351.4,-7302.9,-7189,-7079.4,-7035.2,-7079.4,-7189,-7302.9,-7351.4,-7302.9,-7189,-7079.4,-3771.7,-3786.7,-3823.6,-3861.6,-3877.7,-3861.6,-3823.6,-3786.7,-1670.8,-1673.8,-1681.2,-1688.8,-1691.9,-1688.8,-1681.2,-1673.8,-788.71,-789.12,-790.11,-791.12,-791.55,-791.12,-790.11,-789.12
-787.99,-788.59,-790.07,-791.6,-792.24,-791.6,-790.07,-788.59,-1665.6,-1670,-1681.1,-1692.4,-1697.2,-1692.4,-1681.1,-1670,-3745.9,-3767.9,-3822.8,-3880.2,-3904.8,-3880.2,-3822.8,-3767.9,-6959.3,-7024,-7186.8,-7359.2,-7433.7,-7359.2,-7186.8,-7024,-6959.3,-7024,-7186.8,-7359.2,-7433.7,-7359.2,-7186.8,-7024,-3745.9,-3767.9,-3822.8,-3880.2,-3904.8,-3880.2,-3822.8,-3767.9,-1665.6,-1670,-1681.1,-1692.4,-1697.2,-1692.4,-1681.1,-1670,-787.99,-788.59,-790.07,-791.6,-792.24,-791.6,-790.07,-788.59
-787.25,-788.05,-790.02,-792.06,-792.93,-792.06,-790.02,-788.05,-1660.4,-1666.2,-1680.8,-1696.1,-1702.6,-1696.1,-1680.8,-1666.2,-3720.3,-3749.1,-3821.7,-3898.9,-3932.3,-3898.9,-3821.7,-3749.1,-6884.5,-6968.8,-7183.6,-7415.7,-7517.3,-7415.7,-7183.6,-6968.8,-6884.5,-6968.8,-7183.6,-7415.7,-7517.3,-7415.7,-7183.6,-6968.8,-3720.3,-3749.1,-3821.7,-3898.9,-3932.3,-3898.9,-3821.7,-3749.1,-1660.4,-1666.2,-1680.8,-1696.1,-1702.6,-1696.1,-1680.8,-1666.2,-787.25,-788.05,-790.02,-792.06,-792.93,-792.06,-790.02,-788.05
-786.52,-787.5,-789.94,-792.51,-793.61,-792.51,-789.94,-787.5,-1655.1,-1662.4,-1680.5,-1699.7,-1707.9,-1699.7,-1680.5,-1662.4,-3694.9,-3730.3,-3820.3,-3917.5,-3960,-3917.5,-3820.3,-3730.3,-6810.8,-6913.8,-7179.6,-7472.3,-7602.2,-7472.3,-7179.6,-6913.8,-6810.8,-6913.8,-7179.6,-7472.3,-7602.2,-7472.3,-7179.6,-6913.8,-3694.9,-3730.3,-3820.3,-3917.5,-3960,-3917.5,-3820.3,-3730.3,-1655.1,-1662.4,-1680.5,-1699.7,-1707.9,-1699.7,-1680.5,-1662.4,-786.52,-787.5,-789.94,-792.51,-793.61,-792.51,-789.94,-787.5
-785.77,-786.93,-789.86,-792.95,-794.28,-792.95,-789.86,-786.93,-1649.9,-1658.5,-1680.1,-1703.2,-1713.2,-1703.2,-1680.1,-1658.5,-3669.8,-3711.5,-3818.6,-3936,-3988,-3936,-3818.6,-3711.5,-6738.4,-6859,-7174.6,-7529,-7688.6,-7529,-7174.6,-6859,-6738.4,-6859,-7174.6,-7529,-7688.6,-7529,-7174.6,-6859,-3669.8,-3711.5,-3818.6,-3936,-3988,-3936,-3818.6,-3711.5,-1649.9,-1658.5,-1680.1,-1703.2,-1713.2,-1703.2,-1680.1,-1658.5,-785.77,-786.93,-789.86,-792.95,-794.28,-792.95,-789.86,-786.93
-785.02,-786.36,-789.75,-793.38,-794.95,-793.38,-789.75,-786.36,-1644.8,-1654.6,-1679.7,-1706.8,-1718.6,-1706.8,-1679.7,-1654.6,-3645,-3692.6,-3816.6,-3954.5,-4016.2,-3954.5,-3816.6,-3692.6,-6667,-6804.5,-7168.8,-7585.8,-7776.3,-7585.8,-7168.8,-6804.5,-6667,-6804.5,-7168.8,-7585.8,-7776.3,-7585.8,-7168.8,-6804.5,-3645,-3692.6,-3816.6,-3954.5,-4016.2,-3954.5,-3816.6,-3692.6,-1644.8,-1654.6,-1679.7,-1706.8,-1718.6,-1706.8,-1679.7,-1654.6,-785.02,-786.36,-789.75,-793.38,-794.95,-793.38,-789.75,-786.36
-784.27,-785.78,-789.63,-793.79,-795.61,-793.79,-789.63,-785.78,-1639.6,-1650.7,-1679.2,-1710.3,-1724,-1710.3,-1679.2,-1650.7,-3620.3,-3673.8,-3814.3,-3972.9,-4044.8,-3972.9,-3814.3,-3673.8,-6596.7,-6750.2,-7162.1,-7642.8,-7865.5,-7642.8,-7162.1,-6750.2,-6596.7,-6750.2,-7162.1,-7642.8,-7865.5,-7642.8,-7162.1,-6750.2,-3620.3,-3673.8,-3814.3,-3972.9,-4044.8,-3972.9,-3814.3,-3673.8,-1639.6,-1650.7,-1679.2,-1710.3,-1724,-1710.3,-1679.2,-1650.7,-784.27,-785.78,-789.63,-793.79,-795.61,-793.79,-789.63,-785.78
-783.51,-785.19,-789.5,-794.2,-796.26,-794.2,-789.5,-785.19,-1634.4,-1646.8,-1678.6,-1713.8,-1729.4,-1713.8,-1678.6,-1646.8,-3596,-3655,-3811.6,-3991.3,-4073.6,-3991.3,-3811.6,-3655,-6527.5,-6696.1,-7154.4,-7699.8,-7956.1,-7699.8,-7154.4,-6696.1,-6527.5,-6696.1,-7154.4,-7699.8,-7956.1,-7699.8,-7154.4,-6696.1,-3596,-3655,-3811.6,-3991.3,-4073.6,-3991.3,-3811.6,-3655,-1634.4,-1646.8,-1678.6,-1713.8,-1729.4,-1713.8,-1678.6,-1646.8,-783.51,-785.19,-789.5,-794.2,-796.26,-794.2,-789.5,-785.19
